status,file,source_or_variants
filled,Implementation/MICRO HYDRO - OLD/RnD/MASTER_PRODUCTION_PACKAGE 2/06_Penstock_Flow_Unit/PENSTOCK_FLOW_DATA.xlsx,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MASTER_PRODUCTION_PACKAGE/06_Penstock_Flow_Unit/PENSTOCK_FLOW_DATA.xlsx
filled,Implementation/MICRO HYDRO - OLD/RnD/MASTER_PRODUCTION_PACKAGE 2/05_Tank_Hydraulics_Unit/TANK_Inlet_Comparison_RUN2.docx,Archive/Legacy/MASTER_PRODUCTION_PACKAGE 2/05_Tank_Hydraulics_Unit/TANK_Inlet_Comparison_RUN2.docx
filled,Implementation/MICRO HYDRO - OLD/RnD/MASTER_PRODUCTION_PACKAGE 2/12_Patents/Schauberger_Summaries.docx,Archive/Legacy/MASTER_PRODUCTION_PACKAGE 2/12_Patents/Schauberger_Summaries.docx
filled,Implementation/MICRO HYDRO - OLD/RnD/MASTER_PRODUCTION_PACKAGE 2/12_Patents/Patent_Index.xlsx,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MASTER_PRODUCTION_PACKAGE/12_Patents/Patent_Index.xlsx
filled,Implementation/MICRO HYDRO - OLD/RnD/MASTER_PRODUCTION_PACKAGE 2/12_Patents/Winter_Summaries.docx,Archive/Legacy/MASTER_PRODUCTION_PACKAGE 2/12_Patents/Winter_Summaries.docx
filled,Implementation/MICRO HYDRO - OLD/RnD/MASTER_PRODUCTION_PACKAGE 2/12_Patents/Tesla_Summaries.docx,Archive/Legacy/MASTER_PRODUCTION_PACKAGE 2/12_Patents/Tesla_Summaries.docx
filled,Implementation/MICRO HYDRO - OLD/RnD/MASTER_PRODUCTION_PACKAGE 2/12_Patents/PATENT_PASSB_Full.docx,Archive/Legacy/MASTER_PRODUCTION_PACKAGE 2/12_Patents/PATENT_PASSB_Full.docx
filled,Implementation/MICRO HYDRO - OLD/RnD/MASTER_PRODUCTION_PACKAGE 2/04_Hydram_Research_Unit/HYDRAM_RUN2_Overview.docx,Archive/Legacy/MASTER_PRODUCTION_PACKAGE 2/04_Hydram_Research_Unit/HYDRAM_RUN2_Overview.docx
filled,Implementation/MICRO HYDRO - OLD/RnD/MASTER_PRODUCTION_PACKAGE 2/07_Turbine_Optimization_Unit/NOZZLE_Sweep_RUN2.docx,Archive/Legacy/MASTER_PRODUCTION_PACKAGE 2/07_Turbine_Optimization_Unit/NOZZLE_Sweep_RUN2.docx
filled,Implementation/MICRO HYDRO - OLD/RnD/MASTER_PRODUCTION_PACKAGE 2/07_Turbine_Optimization_Unit/NOZZLE_DATA_RUN2.xlsx,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MASTER_PRODUCTION_PACKAGE/07_Turbine_Optimization_Unit/NOZZLE_DATA_RUN2.xlsx
filled,Implementation/MICRO HYDRO - OLD/RnD/MASTER_PRODUCTION_PACKAGE 2/10_Design_VNext/MicroHydroV1_Design_vNext_Readout_Stages_A-D.docx,Archive/Legacy/MASTER_PRODUCTION_PACKAGE 2/10_Design_VNext/MicroHydroV1_Design_vNext_Readout_Stages_A-D.docx
filled,Implementation/MICRO HYDRO - OLD/RnD/MASTER_PRODUCTION_PACKAGE 2/10_Design_VNext/02_Nozzle_9mm_PreSwirl/Nozzle_9mm_PreSwirl_Drawing.svg.docx,Archive/Legacy/MASTER_PRODUCTION_PACKAGE 2/10_Design_VNext/02_Nozzle_9mm_PreSwirl/Nozzle_9mm_PreSwirl_Drawing.svg.docx
filled,Implementation/MICRO HYDRO - OLD/RnD/MASTER_PRODUCTION_PACKAGE 2/10_Design_VNext/02_Nozzle_9mm_PreSwirl/Nozzle_PreSwirl_BOM.xlsx,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MASTER_PRODUCTION_PACKAGE/10_Design_VNext/02_Nozzle_9mm_PreSwirl/Nozzle_PreSwirl_BOM.xlsx
filled,Implementation/MICRO HYDRO - OLD/RnD/MASTER_PRODUCTION_PACKAGE 2/10_Design_VNext/02_Nozzle_9mm_PreSwirl/Nozzle_9mm_PreSwirl_Design.docx,Archive/Legacy/MASTER_PRODUCTION_PACKAGE 2/10_Design_VNext/02_Nozzle_9mm_PreSwirl/Nozzle_9mm_PreSwirl_Design.docx
filled,Implementation/MICRO HYDRO - OLD/RnD/MASTER_PRODUCTION_PACKAGE 2/10_Design_VNext/02_Nozzle_9mm_PreSwirl/Engineering_Rational_Nozzle_9mm_.docx,Archive/Legacy/MASTER_PRODUCTION_PACKAGE 2/10_Design_VNext/02_Nozzle_9mm_PreSwirl/Engineering_Rational_Nozzle_9mm_.docx
filled,Implementation/MICRO HYDRO - OLD/RnD/MASTER_PRODUCTION_PACKAGE 2/10_Design_VNext/01_Tank_Inlet_Hyperbolic/Hyperbolic_Inlet_BOM.xlsx,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MASTER_PRODUCTION_PACKAGE/10_Design_VNext/01_Tank_Inlet_Hyperbolic/Hyperbolic_Inlet_BOM.xlsx
filled,Implementation/MICRO HYDRO - OLD/RnD/MASTER_PRODUCTION_PACKAGE 2/10_Design_VNext/01_Tank_Inlet_Hyperbolic/Engineering_Rationale_Hyperbolic_Inlet.docx,Archive/Legacy/MASTER_PRODUCTION_PACKAGE 2/10_Design_VNext/01_Tank_Inlet_Hyperbolic/Engineering_Rationale_Hyperbolic_Inlet.docx
filled,Implementation/MICRO HYDRO - OLD/RnD/MASTER_PRODUCTION_PACKAGE 2/10_Design_VNext/01_Tank_Inlet_Hyperbolic/Hyperbolic_Inlet_Drawing.svg.docx,Archive/Legacy/MASTER_PRODUCTION_PACKAGE 2/10_Design_VNext/01_Tank_Inlet_Hyperbolic/Hyperbolic_Inlet_Drawing.svg.docx
filled,Implementation/MICRO HYDRO - OLD/RnD/MASTER_PRODUCTION_PACKAGE 2/10_Design_VNext/01_Tank_Inlet_Hyperbolic/Hyberbolic_Inlet_Design.docx,Archive/Legacy/MASTER_PRODUCTION_PACKAGE 2/10_Design_VNext/01_Tank_Inlet_Hyperbolic/Hyberbolic_Inlet_Design.docx
filled,Implementation/MICRO HYDRO - OLD/RnD/MASTER_PRODUCTION_PACKAGE 2/09_Intergrated_System_Modeling/INTEGRATED_RUN2.docx,Archive/Legacy/MASTER_PRODUCTION_PACKAGE 2/09_Intergrated_System_Modeling/INTEGRATED_RUN2.docx
filled,Implementation/MICRO HYDRO - OLD/RnD/MASTER_PRODUCTION_PACKAGE 2/09_Intergrated_System_Modeling/System_Architecture.md.docx,Archive/Legacy/MASTER_PRODUCTION_PACKAGE 2/09_Intergrated_System_Modeling/System_Architecture.md.docx
filled,Implementation/MICRO HYDRO - OLD/RnD/MASTER_PRODUCTION_PACKAGE 2/09_Intergrated_System_Modeling/INTEGRATED_RUN2_Data.xlsx,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MASTER_PRODUCTION_PACKAGE/09_Intergrated_System_Modeling/INTEGRATED_RUN2_Data.xlsx
filled,Implementation/MICRO HYDRO - OLD/RnD/NextChat_Package/chat_log.txt,IT/Integrations/NextChat_Package/chat_log.txt
filled,Implementation/MICRO HYDRO - OLD/RnD/NextChat_Package/workspace_placeholders/PUT_MicroHydroV1_workspace_zip_here.txt,IT/Integrations/NextChat_Package/workspace_placeholders/PUT_MicroHydroV1_workspace_zip_here.txt
filled,Implementation/MICRO HYDRO - OLD/RnD/NextChat_Package/docs/next_steps.md,IT/Integrations/NextChat_Package/docs/next_steps.md
filled,Implementation/MICRO HYDRO - OLD/RnD/NextChat_Package/freecad_addon/PUT_MicroHydroV1_Addon_macOS.zip_here.txt,IT/Integrations/NextChat_Package/freecad_addon/PUT_MicroHydroV1_Addon_macOS.zip_here.txt
filled,Implementation/MICRO HYDRO - OLD/RnD/MASTER_PRODUCTION_PACKAGE/Install_MicroHydroV1_AppBundle.zip,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/Install_MicroHydroV1_AppBundle.zip
filled,Implementation/MICRO HYDRO - OLD/RnD/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_CAD Archive.zip,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_CAD Archive.zip
filled,Implementation/MICRO HYDRO - OLD/RnD/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_Rebuilt_Clean_Repo_20260122_002842Z.zip,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_Rebuilt_Clean_Repo_20260122_002842Z.zip
filled,Implementation/MICRO HYDRO - OLD/RnD/MASTER_PRODUCTION_PACKAGE/New Folder With Items.zip,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/New Folder With Items.zip
filled,Implementation/MICRO HYDRO - OLD/RnD/MASTER_PRODUCTION_PACKAGE/Contents 2/Info.plist,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/Contents 2/Info.plist
filled,Implementation/MICRO HYDRO - OLD/RnD/MASTER_PRODUCTION_PACKAGE/Contents 2/MacOS/Install_MicroHydroV1,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/Contents 2/MacOS/Install_MicroHydroV1
filled,Implementation/MICRO HYDRO - OLD/RnD/MASTER_PRODUCTION_PACKAGE/Contents/Info.plist,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/Contents 2/Info.plist
filled,Implementation/MICRO HYDRO - OLD/RnD/MASTER_PRODUCTION_PACKAGE/Contents/MacOS/Install_MicroHydroV1,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/Contents 2/MacOS/Install_MicroHydroV1
filled,Implementation/MICRO HYDRO - OLD/RnD/zipppittt/MicroHydroV1_ReorgToolkit.zip,Archive/Legacy/zipppittt/MicroHydroV1_ReorgToolkit.zip
filled,Implementation/MICRO HYDRO - OLD/RnD/zipppittt/MICRO_HYDRO_Enterprise_Package_2026-01-21_Rebuild.zip,Archive/Legacy/zipppittt/MICRO_HYDRO_Enterprise_Package_2026-01-21_Rebuild.zip
filled,Implementation/MICRO HYDRO - OLD/RnD/zipppittt/MICRO_HYDRO_Enterprise_Package_2026-01-21_Rebuild/07_Source_Archive/MICRO HYDRO.zip,Archive/Legacy/zipppittt/MICRO_HYDRO_Enterprise_Package_2026-01-21_Rebuild/07_Source_Archive/MICRO HYDRO.zip
filled,Implementation/MICRO HYDRO - OLD/RnD/zipppittt/MICRO_HYDRO_Enterprise_Package_2026-01-21_Rebuild/00_Manifest/manifest.json,Archive/Legacy/zipppittt/MICRO_HYDRO_Enterprise_Package_2026-01-21_Rebuild/00_Manifest/manifest.json
filled,Implementation/MicroHydroV1 — SoT/MicroHydroV1_Phase3_Automation_Pack_macOS_OpenReleases.zip,IT/System_of_Truth/MicroHydroV1 — SoT_ARCHIVED_20260124/MicroHydroV1_Phase3_Automation_Pack_macOS_OpenReleases.zip
filled,Implementation/MicroHydroV1 — SoT/MicroHydroV1_RunID_Migrator_v0.3.0.zip,IT/System_of_Truth/MicroHydroV1 — SoT_ARCHIVED_20260124/MicroHydroV1_RunID_Migrator_v0.3.0.zip
filled,Implementation/MicroHydroV1 — SoT/MicroHydroV1_FastTrack_Bundle.zip,IT/System_of_Truth/MicroHydroV1 — SoT_ARCHIVED_20260124/MicroHydroV1_FastTrack_Bundle.zip
filled,Implementation/MicroHydroV1 — SoT/MicroHydroV1_RC1.zip,IT/System_of_Truth/MicroHydroV1 — SoT_ARCHIVED_20260124/MicroHydroV1_RC1.zip
filled,Implementation/MicroHydroV1 — SoT/MicroHydroV1_Phase4_SmartRuns_Pack_macOS.zip,IT/System_of_Truth/MicroHydroV1 — SoT_ARCHIVED_20260124/MicroHydroV1_Phase4_SmartRuns_Pack_macOS.zip
filled,Implementation/MicroHydroV1 — SoT/MicroHydroV1_SoT_Package.zip,IT/System_of_Truth/MicroHydroV1 — SoT_ARCHIVED_20260124/MicroHydroV1_SoT_Package.zip
filled,Implementation/MicroHydroV1 — SoT/MicroHydroV1/README.md,IT/System_of_Truth/MicroHydroV1 — SoT/MicroHydroV1/README.md
filled,Implementation/MicroHydroV1 — SoT/MicroHydroV1/automation/Measurements_Import_Template.csv,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MASTER_PRODUCTION_PACKAGE/Measurements_Import_Template.csv
filled,Implementation/MicroHydroV1 — SoT/MicroHydroV1/automation/MicroHydroV1_RnD_Export.xlsx,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_/03_Data/RnD_Workbook/MicroHydroV1_RnD_Export.xlsx
filled,Implementation/MicroHydroV1 — SoT/MicroHydroV1/automation/Import_Config.json,IT/System_of_Truth/MicroHydroV1 — SoT/MicroHydroV1/automation/Import_Config.json
filled,Implementation/MicroHydroV1 — SoT/MicroHydroV1/tools/run_pipeline.py,IT/System_of_Truth/MicroHydroV1 — SoT/MicroHydroV1/tools/run_pipeline.py
filled,Implementation/MicroHydroV1 — SoT/MicroHydroV1/tools/plots/plot_t002_psd_peakiness.py,Implementation/MicroHydroV1 — SoT/MicroHydroV1/docs/addons/MicroHydroV1_RUN3_AutoFill_Evidence_RUNID_BASELINE_v0.3.0/MicroHydroV1/tools/plots/plot_t002_psd_peakiness.py
filled,Implementation/MicroHydroV1 — SoT/MicroHydroV1/tools/release/make_release.py,IT/System_of_Truth/MicroHydroV1 — SoT/MicroHydroV1/tools/release/make_release.py
filled,Implementation/MicroHydroV1 — SoT/MicroHydroV1/tools/validate/validate_repo.py,IT/System_of_Truth/MicroHydroV1 — SoT/MicroHydroV1/tools/validate/validate_repo.py
filled,Implementation/MicroHydroV1 — SoT/MicroHydroV1/tools/workflow/run_closed_loop.py,IT/System_of_Truth/MicroHydroV1 — SoT_ARCHIVED_20260124/MicroHydroV1/tools/workflow/run_closed_loop.py
filled,Implementation/MicroHydroV1 — SoT/MicroHydroV1/tools/cad/apply_optimized_params.py,IT/System_of_Truth/MicroHydroV1 — SoT_ARCHIVED_20260124/MicroHydroV1/tools/cad/apply_optimized_params.py
filled,Implementation/MicroHydroV1 — SoT/MicroHydroV1/tools/cad/build_all_use_optimized.FCMacro,IT/System_of_Truth/MicroHydroV1 — SoT_ARCHIVED_20260124/MicroHydroV1/tools/cad/build_all_use_optimized.FCMacro
filled,Implementation/MicroHydroV1 — SoT/MicroHydroV1/tools/optimize/optimize_params.py,IT/System_of_Truth/MicroHydroV1 — SoT/MicroHydroV1/tools/optimize/optimize_params.py
filled,Implementation/MicroHydroV1 — SoT/MicroHydroV1/tools/optimize/opt_config.json,IT/System_of_Truth/MicroHydroV1 — SoT/MicroHydroV1/tools/optimize/opt_config.json
filled,Implementation/MicroHydroV1 — SoT/MicroHydroV1/cad/macros/params.json,IT/System_of_Truth/MicroHydroV1 — SoT/MicroHydroV1/cad/macros/params.json
filled,Implementation/MicroHydroV1 — SoT/MicroHydroV1/cad/macros/README.txt,IT/System_of_Truth/MicroHydroV1 — SoT/MicroHydroV1/cad/macros/README.txt
filled,Implementation/MicroHydroV1 — SoT/MicroHydroV1/cad/macros/build_all.FCMacro,IT/System_of_Truth/MicroHydroV1 — SoT/MicroHydroV1/cad/macros/build_all.FCMacro
filled,Implementation/MicroHydroV1 — SoT/MicroHydroV1/cad/macros/03_VanePacks/build_vanepacks.FCMacro,IT/System_of_Truth/MicroHydroV1 — SoT/MicroHydroV1/cad/macros/03_VanePacks/build_vanepacks.FCMacro
filled,Implementation/MicroHydroV1 — SoT/MicroHydroV1/cad/macros/04_Retainer/build_retainer.FCMacro,IT/System_of_Truth/MicroHydroV1 — SoT/MicroHydroV1/cad/macros/04_Retainer/build_retainer.FCMacro
filled,Implementation/MicroHydroV1 — SoT/MicroHydroV1/cad/macros/scripts/export_batch.FCMacro,IT/System_of_Truth/MicroHydroV1 — SoT/MicroHydroV1/cad/macros/scripts/export_batch.FCMacro
filled,Implementation/MicroHydroV1 — SoT/MicroHydroV1/cad/macros/02_Nozzle/build_nozzle.FCMacro,IT/System_of_Truth/MicroHydroV1 — SoT/MicroHydroV1/cad/macros/02_Nozzle/build_nozzle.FCMacro
filled,Implementation/MicroHydroV1 — SoT/MicroHydroV1/cad/macros/01_Diffuser/build_diffuser.FCMacro,IT/System_of_Truth/MicroHydroV1 — SoT/MicroHydroV1/cad/macros/01_Diffuser/build_diffuser.FCMacro
filled,Implementation/MicroHydroV1 — SoT/MicroHydroV1/cad/macros/Assembly/build_assembly.FCMacro,IT/System_of_Truth/MicroHydroV1 — SoT/MicroHydroV1/cad/macros/Assembly/build_assembly.FCMacro
filled,Implementation/MicroHydroV1 — SoT/MicroHydroV1/cad/params/params.json,IT/System_of_Truth/MicroHydroV1 — SoT/MicroHydroV1/cad/params/params.json
filled,Implementation/MicroHydroV1 — SoT/MicroHydroV1/docs/Master_Index.docx,Archive/Legacy/MASTER_PRODUCTION_PACKAGE 2/Master_Index.docx
filled,Implementation/MicroHydroV1 — SoT/MicroHydroV1/docs/Jet_Coherence_Procedure.docx,Archive/Legacy/MASTER_PRODUCTION_PACKAGE 2/11_Bench_Test_Pack/Jet_Coherence_Test/Jet_Coherence_Procedure.docx
filled,Implementation/MicroHydroV1 — SoT/MicroHydroV1/docs/Test_Campaign_Plan.docx,Archive/Legacy/MASTER_PRODUCTION_PACKAGE 2/Test_Campaign_Plan.docx
filled,Implementation/MicroHydroV1 — SoT/MicroHydroV1/docs/Run_of_Show_Checklist.docx,Archive/Legacy/MASTER_PRODUCTION_PACKAGE 2/Run_of_Show_Checklist.docx
filled,Implementation/MicroHydroV1 — SoT/MicroHydroV1/docs/Tank_Ripple_Procedure.docx,Archive/Legacy/MASTER_PRODUCTION_PACKAGE 2/11_Bench_Test_Pack/Tank_Ripple_Test/Tank_Ripple_Procedure.docx
filled,Implementation/MicroHydroV1 — SoT/MicroHydroV1/docs/architecture_diagram.png,IT/System_of_Truth/MicroHydroV1 — SoT/MicroHydroV1/docs/architecture_diagram.png
filled,Implementation/MicroHydroV1 — SoT/MicroHydroV1/docs/PASS_A_FULL_RevA.docx,Archive/Legacy/MASTER_PRODUCTION_PACKAGE 2/14_Reports/PASS_A_FULL_RevA.docx
filled,Implementation/MicroHydroV1 — SoT/MicroHydroV1/docs/admin/MicroHydroV1_SharePoint_Version_Control_Configuration_Guide_v1.0.docx,Archive/Legacy/MICRO HYDRO NEW/MicroHydroV1_SharePoint_Version_Control_Configuration_Guide_v1.0.docx
filled,Implementation/MicroHydroV1 — SoT/MicroHydroV1/docs/automation/PowerAutomate_Flows_SoT_to_Release.md,IT/System_of_Truth/MicroHydroV1 — SoT_ARCHIVED_20260124/MicroHydroV1/docs/automation/PowerAutomate_Flows_SoT_to_Release.md
filled,Implementation/MicroHydroV1 — SoT/MicroHydroV1/docs/automation/README_DO_ALL.md,IT/System_of_Truth/MicroHydroV1 — SoT_ARCHIVED_20260124/MicroHydroV1/docs/automation/README_DO_ALL.md
filled,Implementation/MicroHydroV1 — SoT/MicroHydroV1/docs/automation/README_Calibration_and_AutoEmbed.md,IT/System_of_Truth/MicroHydroV1 — SoT_ARCHIVED_20260124/MicroHydroV1/docs/automation/README_Calibration_and_AutoEmbed.md
filled,Implementation/MicroHydroV1 — SoT/MicroHydroV1/docs/addons/MANIFEST.json,IT/System_of_Truth/MicroHydroV1 — SoT_ARCHIVED_20260124/MicroHydroV1/docs/addons/MANIFEST.json
filled,Implementation/MicroHydroV1 — SoT/MicroHydroV1/docs/addons/MicroHydroV1_Importer_RunID_Patch_v0.3.0/MANIFEST.json,IT/System_of_Truth/MicroHydroV1 — SoT_ARCHIVED_20260124/MicroHydroV1/docs/addons/MicroHydroV1_Importer_RunID_Patch_v0.3.0/MANIFEST.json
filled,Implementation/MicroHydroV1 — SoT/MicroHydroV1/docs/addons/MicroHydroV1_Importer_RunID_Patch_v0.3.0/MicroHydroV1/automation/import_measurements.py,IT/System_of_Truth/MicroHydroV1 — SoT_ARCHIVED_20260124/MicroHydroV1/docs/addons/MicroHydroV1_Importer_RunID_Patch_v0.3.0/MicroHydroV1/automation/import_measurements.py
filled,Implementation/MicroHydroV1 — SoT/MicroHydroV1/docs/addons/MicroHydroV1_Importer_RunID_Patch_v0.3.0/MicroHydroV1/docs/governance/README_Importer_RunID_Patch.md,IT/System_of_Truth/MicroHydroV1 — SoT/MicroHydroV1/MicroHydroV1_Importer_RunID_Patch_v0.3.0/MicroHydroV1/docs/governance/README_Importer_RunID_Patch.md
filled,Implementation/MicroHydroV1 — SoT/MicroHydroV1/docs/addons/MicroHydroV1_RUN3_AutoFill_Evidence_PLUS_Workbook_v0.3.0/MANIFEST.json,IT/System_of_Truth/MicroHydroV1 — SoT_ARCHIVED_20260124/MicroHydroV1/docs/addons/MicroHydroV1_RUN3_AutoFill_Evidence_PLUS_Workbook_v0.3.0/MANIFEST.json
filled,Implementation/MicroHydroV1 — SoT/MicroHydroV1/docs/addons/MicroHydroV1_RUN3_AutoFill_Evidence_PLUS_Workbook_v0.3.0/MicroHydroV1/tools/plots/plot_t002_psd_peakiness.py,Implementation/MicroHydroV1 — SoT/MicroHydroV1/docs/addons/MicroHydroV1_RUN3_AutoFill_Evidence_RUNID_BASELINE_v0.3.0/MicroHydroV1/tools/plots/plot_t002_psd_peakiness.py
filled,Implementation/MicroHydroV1 — SoT/MicroHydroV1/docs/addons/MicroHydroV1_RUN3_AutoFill_Evidence_PLUS_Workbook_v0.3.0/MicroHydroV1/tools/workflow/autofill_evidence_doc.py,IT/System_of_Truth/MicroHydroV1 — SoT_ARCHIVED_20260124/MicroHydroV1/docs/addons/MicroHydroV1_RUN3_AutoFill_Evidence_PLUS_Workbook_v0.3.0/MicroHydroV1/tools/workflow/autofill_evidence_doc.py
filled,Implementation/MicroHydroV1 — SoT/MicroHydroV1/docs/addons/MicroHydroV1_RUN3_AutoFill_Evidence_PLUS_Workbook_v0.3.0/MicroHydroV1/docs/run3/README_AUTOFILL.md,IT/System_of_Truth/MicroHydroV1 — SoT_ARCHIVED_20260124/MicroHydroV1/docs/addons/MicroHydroV1_RUN3_AutoFill_Evidence_PLUS_Workbook_v0.3.0/MicroHydroV1/docs/run3/README_AUTOFILL.md
filled,Implementation/MicroHydroV1 — SoT/MicroHydroV1/docs/addons/MicroHydroV1_RUN3_AutoFill_Evidence_PLUS_Workbook_v0.3.0/MicroHydroV1/docs/run3/RUN3_Evidence_Template.docx,Implementation/MicroHydroV1 — SoT/MicroHydroV1/docs/addons/MicroHydroV1_RUN3_AutoFill_Evidence_RUNID_BASELINE_v0.3.0/MicroHydroV1/docs/run3/RUN3_Evidence_Template.docx
filled,Implementation/MicroHydroV1 — SoT/MicroHydroV1/docs/addons/zips/MicroHydroV1_DO_ALL_AddOn_v0.3.0 (1).zip,IT/System_of_Truth/MicroHydroV1 — SoT_ARCHIVED_20260124/MicroHydroV1/docs/addons/zips/MicroHydroV1_DO_ALL_AddOn_v0.3.0 (1).zip
filled,Implementation/MicroHydroV1 — SoT/MicroHydroV1/docs/addons/zips/MicroHydroV1_v0.3.0_FULL_LOCKED_PressurePa (1).zip,IT/System_of_Truth/MicroHydroV1 — SoT_ARCHIVED_20260124/MicroHydroV1/docs/addons/zips/MicroHydroV1_v0.3.0_FULL_LOCKED_PressurePa (1).zip
filled,Implementation/MicroHydroV1 — SoT/MicroHydroV1/docs/addons/zips/MicroHydroV1_Calibration_AutoEmbed_AddOn_v0.3.0 (1).zip,IT/System_of_Truth/MicroHydroV1 — SoT_ARCHIVED_20260124/MicroHydroV1/docs/addons/zips/MicroHydroV1_Calibration_AutoEmbed_AddOn_v0.3.0 (1).zip
filled,Implementation/MicroHydroV1 — SoT/MicroHydroV1/docs/addons/zips/MicroHydroV1_RUN3_DoAll_Templates_Plots (1).zip,IT/System_of_Truth/MicroHydroV1 — SoT_ARCHIVED_20260124/MicroHydroV1/docs/addons/zips/MicroHydroV1_RUN3_DoAll_Templates_Plots (1).zip
filled,Implementation/MicroHydroV1 — SoT/MicroHydroV1/docs/addons/zips/MicroHydroV1_RUN3_AutoFill_Evidence_v0.3.0.zip,IT/System_of_Truth/MicroHydroV1 — SoT_ARCHIVED_20260124/MicroHydroV1/docs/addons/zips/MicroHydroV1_RUN3_AutoFill_Evidence_v0.3.0.zip
filled,Implementation/MicroHydroV1 — SoT/MicroHydroV1/docs/addons/zips/MicroHydroV1_RUN3_AutoFill_Evidence_PLUS_Workbook_T002_v0.3.0.zip,IT/System_of_Truth/MicroHydroV1 — SoT_ARCHIVED_20260124/MicroHydroV1/docs/addons/zips/MicroHydroV1_RUN3_AutoFill_Evidence_PLUS_Workbook_T002_v0.3.0.zip
filled,Implementation/MicroHydroV1 — SoT/MicroHydroV1/docs/addons/MicroHydroV1_RUN3_AutoFill_Evidence_RUNID_BASELINE_v0.3.0/MANIFEST.json,IT/System_of_Truth/MicroHydroV1 — SoT_ARCHIVED_20260124/MicroHydroV1/docs/addons/MicroHydroV1_RUN3_AutoFill_Evidence_RUNID_BASELINE_v0.3.0/MANIFEST.json
filled,Implementation/MicroHydroV1 — SoT/MicroHydroV1/docs/addons/MicroHydroV1_RunID_Migrator_v0.3.0/MANIFEST.json,IT/System_of_Truth/MicroHydroV1 — SoT_ARCHIVED_20260124/MicroHydroV1/docs/addons/MicroHydroV1_RunID_Migrator_v0.3.0/MANIFEST.json
filled,Implementation/MicroHydroV1 — SoT/MicroHydroV1/docs/run3/RUN3_Evidence_Template.md,IT/System_of_Truth/MicroHydroV1 — SoT_ARCHIVED_20260124/MicroHydroV1/docs/run3/RUN3_Evidence_Template.md
filled,Implementation/MicroHydroV1 — SoT/MicroHydroV1/docs/run3/RUN3_Operator_Card.md,IT/System_of_Truth/MicroHydroV1 — SoT_ARCHIVED_20260124/MicroHydroV1/docs/run3/RUN3_Operator_Card.md
filled,Implementation/MicroHydroV1 — SoT/MicroHydroV1/docs/run3/RUN3_Evidence_Template.docx,Implementation/MicroHydroV1 — SoT/MicroHydroV1/docs/addons/MicroHydroV1_RUN3_AutoFill_Evidence_RUNID_BASELINE_v0.3.0/MicroHydroV1/docs/run3/RUN3_Evidence_Template.docx
filled,Implementation/MicroHydroV1 — SoT/MicroHydroV1/docs/templates/T002_TankRipple_TimeSeries_Template.csv,IT/System_of_Truth/MicroHydroV1 — SoT_ARCHIVED_20260124/MicroHydroV1/docs/templates/T002_TankRipple_TimeSeries_Template.csv
filled,Implementation/MicroHydroV1 — SoT/MicroHydroV1/docs/templates/PT_Calibration_PressurePa_TimeS_100Hz.xlsx,IT/System_of_Truth/MicroHydroV1 — SoT_ARCHIVED_20260124/MicroHydroV1/docs/templates/PT_Calibration_PressurePa_TimeS_100Hz.xlsx
filled,Implementation/MicroHydroV1 — SoT/MicroHydroV1/docs/templates/T003_ELC_Frequency_TimeSeries_Template.csv,IT/System_of_Truth/MicroHydroV1 — SoT_ARCHIVED_20260124/MicroHydroV1/docs/templates/T003_ELC_Frequency_TimeSeries_Template.csv
filled,Implementation/MicroHydroV1 — SoT/MicroHydroV1/docs/templates/DAQ_Logger_Config_RUN3.xlsx,IT/System_of_Truth/MicroHydroV1 — SoT_ARCHIVED_20260124/MicroHydroV1/docs/templates/DAQ_Logger_Config_RUN3.xlsx
filled,Implementation/MicroHydroV1 — SoT/MicroHydroV1_BACKUP_20260122_005746/MicroHydroV1_DO_ALL_AddOn_v0.3.0 (1).zip,IT/System_of_Truth/MicroHydroV1 — SoT_ARCHIVED_20260124/MicroHydroV1/docs/addons/zips/MicroHydroV1_DO_ALL_AddOn_v0.3.0 (1).zip
filled,Implementation/MicroHydroV1 — SoT/MicroHydroV1_BACKUP_20260122_005746/MicroHydroV1_v0.3.0_FULL_LOCKED_PressurePa (1).zip,IT/System_of_Truth/MicroHydroV1 — SoT_ARCHIVED_20260124/MicroHydroV1/docs/addons/zips/MicroHydroV1_v0.3.0_FULL_LOCKED_PressurePa (1).zip
